keyword,full_name,short_name,eBay friendly name,eBay Affiliate Friendly,Pink Villa Friendly Name,Wikipedia Friendly Name,admob_pub_id,Background Image,news_feed_1,news_feed_2,news_feed_3,buzz_feed_1,buzz_feed_2,photos_feed,videos_feed,twitter_feeds,facebook_feed,website_category_1,website_name_1,website_url_1,website_category_2,website_name_2,website_url_2,website_category_3,website_name_3,website_url_3,website_category_4,website_name_4,website_url_4,website_category_5,website_name_5,website_url_5,ical_feed from eventful.com,eBay shopping_title1,eBay shopping_url1,shopping_affiliate Link 1,shopping_title2,shopping_url2,shopping_cat3,shopping_title3,shopping_url3,shopping_cat4,shopping_title4,shopping_url4,shopping_cat5,shopping_title5,shopping_url5,shopping_cat6,shopping_title6,shopping_url6,market_category,market_promo_80,Android Market Link,API CALL,bit.ly - Android,QRcode - Android,iPhone Store Link,API CALL,bit.ly - iPhone,QRcode - iPhone,IM Page Link,API CALL,bit.ly - IM,QRcode - IM,market_identifier,category,short_name-old,appID
Bollywood Top50 Female Stars,Sonali Bendre,sonalibendre,Sonali+Bendre,Sonali%2BBendre,Sonali-Bendre,Sonali_Bendre,,http://www.webindia123.com/personality/women/sonali_bendre/sonali.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Sonali+Bendre,,,http://www.pinkvilla.com/category/entertainmenttags/Sonali-Bendre/feed,,http://feed.photobucket.com/images/sonali+bendre/feed.rss,http://rss.starpulse.com/rss/topic.videos.rss.php?topic_path=Actresses/Bendre%2C_Sonali/&topic_name=Sonali+Bendre,SonaliBendre,https://www.facebook.com/feeds/page.php?id=145037120025&format=atom10,Official Website,Sonali Bendre Official,http://sonalibendre.fateback.com/,Unofficial Fan Site,,,Wikipedia,Sonali Bendre on Wikipedia,http://en.m.wikipedia.org/wiki/Sonali_Bendre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.sonalibendre,bollywood,sonalibendre,120081
Bollywood Top50 Male Stars,Sonu Nigam,sonunigam,Sonu+Nigam,Sonu%2BNigam,Sonu-Nigam,Sonu_Nigam,,http://www.webindia123.com/personality/men/sonu_nigam/sonu.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Sonu+Nigam,,,http://www.pinkvilla.com/category/entertainmenttags/Sonu-Nigam/feed,,http://feed.photobucket.com/images/sonu+nigam/feed.rss,http://feed.photobucket.com/videos/sonu+nigam/feed.rss,"sonuniigaam
",http://www.facebook.com/feeds/page.php?id=108049556340&format=atom10,Official Website,,,Unofficial Fan Site,,,Wikipedia,Sonu Nigam on Wikipedia,http://en.m.wikipedia.org/wiki/Sonu_Nigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.sonunigam,bollywood,sonunigam,120082
Bollywood Top50 Male Stars,Sonu Sood,sonusood,Sonu+Sood,Sonu%2BSood,Sonu-Sood,Sonu_Sood,,http://www.webindia123.com/personality/men/sonu_sood/sonu.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Sonu+Sood,,,http://www.pinkvilla.com/category/entertainmenttags/Sonu-Sood/feed,,http://feed.photobucket.com/images/sonu+sood/feed.rss,,thesonusood,https://www.facebook.com/feeds/page.php?id=143984488983515&format=atom10,Official Website,,,Unofficial Fan Site,,,Wikipedia,Sonu Sood on Wikipedia,http://en.m.wikipedia.org/wiki/Sonu_Sood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.sonusood,bollywood,sonusood,120083
Bollywood Top50 Male Stars,Sudhanshu Pandey,sudhanshupandey,Sudhanshu+Pandey,Sudhanshu%2BPandey,Sudhanshu-Pandey,Sudhanshu_Pandey,,http://www.webindia123.com/personality/men/sudhanshu_pandey/sudhanshu.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Sudhanshu+Pandey,,,http://www.pinkvilla.com/category/entertainmenttags/Sudhanshu-Pandey/feed,,http://feed.photobucket.com/images/sudhanshu+pandey/feed.rss,,sudhanshu85,,Official Website,,,Unofficial Fan Site,,,Wikipedia,Sudhanshu Pandey on Wikipedia,http://en.m.wikipedia.org/wiki/Sudhanshu_Pandey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.sudhanshupandey,bollywood,sudhanshu,120084
Bollywood Top50 Female Stars,Sunidhi Chauhan,sunidhichauhan,Sunidhi+Chauhan,Sunidhi%2BChauhan,Sunidhi-Chauhan,Sunidhi_Chauhan,,http://www.webindia123.com/personality/women/sunidhi_chauhan/sunidhi.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Sunidhi+Chauhan,,,http://www.pinkvilla.com/category/entertainmenttags/Sunidhi-Chauhan/feed,,http://feed.photobucket.com/images/sunidhi+chauhan/feed.rss,http://feed.photobucket.com/videos/sunidhi+chauhan/feed.rss,SunidhiChauhan5,http://www.facebook.com/feeds/page.php?id=118704514817427&format=atom10,Official Website,Sunidhi Chauhan,http://www.sunidhichauhan.com/,Unofficial Fan Site,Sunidhi Chauhan Facebook Fan Page,https://www.facebook.com/pages/Sunidhi-Chauhan-Fan-Club/114482121909994,Wikipedia,Sunidhi Chauhan on Wikipedia,http://en.m.wikipedia.org/wiki/Sunidhi_Chauhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.sunidhichauhan,bollywood,sunidhi,120085
Bollywood Top50 Male Stars,Surya,surya,Surya,Surya,Surya,Surya,,http://www.webindia123.com/personality/men/surya/surya.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Surya,,,http://www.pinkvilla.com/category/entertainmenttags/Surya/feed,,http://feed.photobucket.com/images/surya/feed.rss,http://feed.photobucket.com/videos/surya/feed.rss,actorsurya,https://www.facebook.com/feeds/page.php?id=64953969119&format=atom10,Official Website,,,Unofficial Fan Site,Surya Fans Club ,http://www.suryafansclub.com/,Wikipedia,Surya on Wikipedia,http://en.m.wikipedia.org/wiki/Surya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.surya,bollywood,surya,120086
Bollywood Top50 Female Stars,Sushma Reddy,sushmareddy,Sushma+Reddy,Sushma%2BReddy,Sushma-Reddy,Sushma_Reddy,,http://www.webindia123.com/personality/women/sushma_reddy/sushma.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Sushma+Reddy,,,http://www.pinkvilla.com/category/entertainmenttags/Sushma-Reddy/feed,,http://feed.photobucket.com/images/sushma+reddy/feed.rss,,,,Official Website,,,Unofficial Fan Site,,,Wikipedia,Sushma Reddy on Wikipedia,http://en.m.wikipedia.org/wiki/Sushma_Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.sushmareddy,bollywood,sushmareddy,120087
Bollywood Top50 Female Stars,Sushmita Sen,sushmitasen,Sushmita+Sen,Sushmita%2BSen,Sushmita-Sen,Sushmita_Sen,,http://www.webindia123.com/personality/women/sushmita_sen/sushmita.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Sushmita+Sen,,,http://www.pinkvilla.com/category/entertainmenttags/Sushmita-Sen/feed,,http://feed.photobucket.com/images/sushmita+sen/feed.rss,http://rss.starpulse.com/rss/topic.videos.rss.php?topic_path=Actresses/Sen%2C_Sushmita/&topic_name=Sushmita+Sen,thesushmitasen ,http://www.facebook.com/feeds/page.php?id=36282094276&format=atom10,Official Website,,,Unofficial Fan Site,Sushmita Sen Fan Site,http://www.sushmita-sen.org/,Wikipedia,Sushmita Sen on Wikipedia,http://en.m.wikipedia.org/wiki/Sushmita_Sen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.sushmitasen,bollywood,sushmitasen,120088
Bollywood Top50 Female Stars,Tanushree Dutta,tanushreedutta,Tanushree+Dutta,Tanushree%2BDutta,Tanushree-Dutta,Tanushree_Dutta,,http://www.webindia123.com/personality/women/tanushree_dutta/tanushree.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Tanushree+Dutta,,,http://www.pinkvilla.com/category/entertainmenttags/Tanushree-Dutta/feed,,http://feed.photobucket.com/images/tanushree+dutta/feed.rss,,,https://www.facebook.com/feeds/page.php?id=21247224893&format=atom10,Official Website,Tanushree Dutta,http://www.tanushreedutta.com/,Unofficial Fan Site,Tanushree Dutta unofficial Fan site,http://www.tanushree-dutta.com/,Wikipedia,Tanushree Dutta on Wikipedia,http://en.m.wikipedia.org/wiki/Tanushree_Dutta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.tanushreedutta,bollywood,tanushree,120089
Bollywood Top50 Male Stars,Tarun,tarun,Tarun,Tarun,Tarun,Tarun,,http://www.webindia123.com/personality/men/tharun/tharun.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Tarun,,,http://www.pinkvilla.com/category/entertainmenttags/Tarun/feed,,http://feed.photobucket.com/images/tarun/feed.rss,http://feed.photobucket.com/videos/tarun/feed.rss,,https://www.facebook.com/feeds/page.php?id=45535112543&format=atom10,Official Website,,,Unofficial Fan Site,,,Wikipedia,Tarun on Wikipedia,http://en.m.wikipedia.org/wiki/Tarun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.tarun,bollywood,tarun,120090
Bollywood Top50 Male Stars,uday kiran,udaykiran,uday+kiran,uday%2Bkiran,uday-kiran,uday_kiran,,http://www.webindia123.com/personality/men/uday_kiran/uday.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=uday+kiran,,,http://www.pinkvilla.com/category/entertainmenttags/uday-kiran/feed,,http://feed.photobucket.com/images/uday+kiran/feed.rss,,v_udaykiran,http://www.facebook.com/feeds/page.php?id=128481873896873&format=atom10,Official Website,,,Unofficial Fan Site,,,Wikipedia,uday kiran on Wikipedia,http://en.m.wikipedia.org/wiki/uday_kiran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.udaykiran,bollywood,udaykiran,120091
Bollywood Top50 Male Stars,Upen Patel,upenpatel,Upen+Patel,Upen%2BPatel,Upen-Patel,Upen_Patel,,http://www.webindia123.com/personality/men/upen_patel/upen.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Upen+Patel,,,http://www.pinkvilla.com/category/entertainmenttags/Upen-Patel/feed,,http://feed.photobucket.com/images/upen+patel/feed.rss,,,http://www.facebook.com/feeds/page.php?id=213793437957&format=atom10,Official Website,,,Unofficial Fan Site,,,Wikipedia,Upen Patel on Wikipedia,http://en.m.wikipedia.org/wiki/Upen_Patel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.upenpatel,bollywood,upenpatel,120092
Bollywood Top50 Female Stars,Urmila Mantondkar,urmilamantondkar,Urmila+Mantondkar,Urmila%2BMantondkar,Urmila-Mantondkar,Urmila_Mantondkar,,http://www.webindia123.com/personality/women/urmila_mandotkar/urmila.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Urmila+Mantondkar,,,http://www.pinkvilla.com/category/entertainmenttags/Urmila-Mantondkar/feed,,,,UrmilaFanClub,http://www.facebook.com/feeds/page.php?id=172890126106&format=atom10,Official Website,,,Unofficial Fan Site,,,Wikipedia,Urmila Mantondkar on Wikipedia,http://en.m.wikipedia.org/wiki/Urmila_Mantondkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.urmilamantondkar,bollywood,urmilamandot,120093
Bollywood Top50 Female Stars,Vidya Balan,vidyabalan,Vidya+Balan,Vidya%2BBalan,Vidya-Balan,Vidya_Balan,,http://www.webindia123.com/personality/women/vidya_balan/vidya.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Vidya+Balan,,,http://www.pinkvilla.com/category/entertainmenttags/Vidya-Balan/feed,,http://feed.photobucket.com/images/vidya+balan/feed.rss,http://feed.photobucket.com/videos/vidya+balan/feed.rss,RealVidyaBalan ,http://www.facebook.com/feeds/page.php?id=168440753185473&format=atom10,Official Website,Vidya Balan,http://www.vidyabalan.net,Unofficial Fan Site,Vidya Balan Fan Website,http://balanvidya.com/,Wikipedia,Vidya Balan on Wikipedia,http://en.m.wikipedia.org/wiki/Vidya_Balan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.vidyabalan,bollywood,vidyabalan,120094
Bollywood Top50 Male Stars,Vijay,vijay,Vijay,Vijay,Vijay,Vijay,,http://www.webindia123.com/personality/men/vijay/vijay.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Vijay,,,http://www.pinkvilla.com/category/entertainmenttags/Vijay/feed,,http://feed.photobucket.com/images/vijay/feed.rss,http://feed.photobucket.com/videos/vijay/feed.rss,,http://www.facebook.com/feeds/page.php?id=165981125489&format=atom10,Official Website,Vijay Official,http://vijay.com/,Unofficial Fan Site,Actor Vijay Fans Site,http://www.vijayfansclub.com/,Wikipedia,Vijay on Wikipedia,http://en.m.wikipedia.org/wiki/Vijay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.vijay,bollywood,vijay,120095
Bollywood Top50 Male Stars,Vikram Kennedy,vikramkennedy,Vikram+Kennedy,Vikram%2BKennedy,Vikram-Kennedy,Vikram_Kennedy,,http://www.webindia123.com/personality/men/vikram/vikram.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Vikram+Kennedy,,,http://www.pinkvilla.com/category/entertainmenttags/Vikram-Kennedy/feed,,,,,http://www.facebook.com/feeds/page.php?id=151935701539581&format=atom10,Official Website,Vikram Official,http://www.chiyaanvikram.net/,Unofficial Fan Site,,,Wikipedia,Vikram Kennedy on Wikipedia,http://en.m.wikipedia.org/wiki/Vikram_Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.vikramkennedy,bollywood,vkennedy,120096
Bollywood Top50 Male Stars,Vivan Bhatena,vivanbhatena,Vivan+Bhatena,Vivan%2BBhatena,Vivan-Bhatena,Vivan_Bhatena,,http://www.webindia123.com/personality/men/vivan_bhatena/vivan.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Vivan+Bhatena,,,http://www.pinkvilla.com/category/entertainmenttags/Vivan-Bhatena/feed,,http://feed.photobucket.com/images/vivan+bhatena/feed.rss,,,http://www.facebook.com/feeds/page.php?id=125325140831452&format=atom10,Official Website,,,Unofficial Fan Site,,,Wikipedia,Vivan Bhatena on Wikipedia,http://en.m.wikipedia.org/wiki/Vivan_Bhatena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.vivanbhatena,bollywood,vivanbhatena,120097
Bollywood Top50 Male Stars,Vivek Oberoy,vivekoberoy,Vivek+Oberoy,Vivek%2BOberoy,Vivek-Oberoy,Vivek_Oberoy,,http://www.webindia123.com/personality/men/vivek_oberoy/vivek.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Vivek+Oberoy,,,http://www.pinkvilla.com/category/entertainmenttags/Vivek-Oberoy/feed,,http://feed.photobucket.com/images/vivek+oberoy/feed.rss,http://rss.starpulse.com/rss/topic.videos.rss.php?topic_path=Actors/Oberoi%2C_Vivek/&topic_name=Vivek+Oberoi,vivek_oberoi,http://www.facebook.com/feeds/page.php?id=198587416872&format=atom10,Official Website,,,Unofficial Fan Site,,,Wikipedia,Vivek Oberoy on Wikipedia,http://en.m.wikipedia.org/wiki/Vivek_Oberoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.vivekoberoy,bollywood,vivekoberoy,120098
Bollywood Top50 Male Stars,Zulfi Syed,zulfisyed,Zulfi+Syed,Zulfi%2BSyed,Zulfi-Syed,Zulfi_Syed,,http://www.webindia123.com/personality/men/zulfi_zyed/zulfi.jpg,http://news.search.yahoo.com/rss?ei=UTF-8&p=Zulfi+Syed,,,http://www.pinkvilla.com/category/entertainmenttags/Zulfi-Syed/feed,,,,,,Official Website,,,Unofficial Fan Site,,,Wikipedia,Zulfi Syed on Wikipedia,http://en.m.wikipedia.org/wiki/Zulfi_Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.im.bollywood.zulfisyed,bollywood,zulfisyed,120099
